id_maestro,fuente_principal,nombre,region,sector,estado,año_inicio,en_ejatlas,nombre_ejatlas,en_ocmal,nombre_ocmal
CONF-0225,OCMAL,Toconao Salmuera Extraction,Antofagasta,Minería,,2017,False,,True,Toconao Salmuera Extraction
CONF-0226,OCMAL,Belén Indigenous Exploration Opposition,Arica y Parinacota,Minería,,2018,False,,True,Belén Indigenous Exploration Opposition
CONF-0227,OCMAL,Huatacondo Quechua Community,Tarapacá,Minería,,2016,False,,True,Huatacondo Quechua Community
CONF-0228,OCMAL,Salar de Maricunga Defense,Atacama,Minería,,2017,False,,True,Salar de Maricunga Defense
CONF-0229,OCMAL,Elqui Valley Opposition (Alturas),Coquimbo,Minería,,2011,False,,True,Elqui Valley Opposition (Alturas)
CONF-0230,OCMAL,Huasco Valley Resistance,Atacama,Minería,,2018,False,,True,Huasco Valley Resistance
CONF-0231,OCMAL,Chañaral Bay Contamination,Atacama,Minería,,1938,False,,True,Chañaral Bay Contamination
CONF-0232,OCMAL,Manganesos Atacama Contamination,Coquimbo,Minería,,1945,False,,True,Manganesos Atacama Contamination
CONF-0233,OCMAL,Lauca National Park Deaffectation,Arica y Parinacota,Minería,,1999,False,,True,Lauca National Park Deaffectation
CONF-0234,OCMAL,Pachón Project,Coquimbo,Minería,,1997,False,,True,Pachón Project
CONF-0235,OCMAL,Andrean Dragón Heavy Metal Processing Plant,Valparaíso,Minería,,2012,False,,True,Andrean Dragón Heavy Metal Processing Plant
CONF-0236,OCMAL,Las Ventanas Copper Smelter Contamination,Valparaíso,Minería,,1958,False,,True,Las Ventanas Copper Smelter Contamination
CONF-0237,OCMAL,Minera Dayton contamina aguas de Andacollo,Coquimbo,Minería,,1995,False,,True,Minera Dayton contamina aguas de Andacollo
CONF-0238,OCMAL,Minera Los Pingos amenaza Valle del Limarí,Coquimbo,Minería,,1996,False,,True,Minera Los Pingos amenaza Valle del Limarí
CONF-0239,OCMAL,Proyecto El Espino Valle de Illapel,Coquimbo,Minería,,2016,False,,True,Proyecto El Espino Valle de Illapel
CONF-0240,OCMAL,Proyecto Catanave,Arica y Parinacota,Minería,,2009,False,,True,Proyecto Catanave
CONF-0241,OCMAL,Proyecto NX Uno,Antofagasta,Minería,,2009,False,,True,Proyecto NX Uno
CONF-0242,OCMAL,Proyecto Paguanta,Tarapacá,Minería,,2011,False,,True,Proyecto Paguanta
CONF-0243,OCMAL,Teck Cominco Valle de Elqui,Coquimbo,Minería,,2006,False,,True,Teck Cominco Valle de Elqui
CONF-0244,OCMAL,Puzolana extraction conflict,Metropolitana,Minería,,2011,False,,True,Puzolana extraction conflict
